userName,score,at,content,sentimen
Abd hajar Ajar,5,2024-08-05 09:27:39,sangat membantu,Positif
RICKY ERYANA,1,2024-08-05 09:21:29,"Dapat telpon dari customer service. Katanya lolos. Eh, pas download lagi, malah kaga lolos. LoL 🗿🗿",Negatif
Samuel,3,2024-08-05 09:19:04,baru coba,Positif
NeangAgong Official,5,2024-08-05 09:16:39,"semoga lolos dan cair, terimakasih Easycash",Positif
Didik Rudi,5,2024-08-05 09:11:35,Oke,Positif
Cucu Oppa,5,2024-08-05 09:10:19,mantap kali ini aplikasi,Positif
Chepie Saja,1,2024-08-05 09:08:09,Saya pengguna baru. Dan pinjaman saya di tolak,Negatif
Sam Jaya,5,2024-08-05 09:03:37,"aplikasi easycash sangat bermasyarakat, rekomendasi bnget, yg blm coba silahkan di coba",Positif
Awal sufangat,5,2024-08-05 09:02:16,mantap,Positif
Bbang Gunawan,1,2024-08-05 08:25:18,"Saya dah coba 2 x dan selalu di tolak,jangan salah gunakan data"" saya saya akan laporkan klw data saya di salah gunakan",Negatif
Tiara Cinta,5,2024-08-05 08:18:28,Semoga ACC,Positif
Fatimah Az zahra,5,2024-08-05 08:13:57,"Aplikasi tercepat bah ,pengajuan satset cairn pun langsung satset beh gak sampek 5 mnt bah dah cair gilak""",Positif
Yahman,5,2024-08-05 08:12:25,semoga segera dicairkan 🙏,Positif
Sahrul Amrulloh,5,2024-08-05 08:11:29,ok,Positif
Rahayu Lestari,4,2024-08-05 08:10:11,baik,Positif
Sauji Sakim,5,2024-08-05 07:53:33,bisa buat dana modal usaha,Positif
Muhammad Arifin,1,2024-08-05 07:50:27,Bunganya sangat tinggi,Negatif
suminah suminah,5,2024-08-05 07:49:38,mantap,Positif
Fernando Butar,5,2024-08-05 07:36:36,cepat proses nya,Positif
Riza darmawan Darmawan,5,2024-08-05 07:31:28,mantap saya biasa depo,Positif
Cece “Cece” Wie21,5,2024-08-05 07:31:17,gak ribet. tp klu jgn sering² telp cs di chat saja sdh cukup,Positif
Kodir 097,5,2024-08-05 07:30:51,mantap,Positif
Faris Al tezza,5,2024-08-05 07:29:02,sangat memuaskan,Positif
Adri Muhammad,5,2024-08-05 07:27:40,Jangan buat saya ribet dong...,Positif
latif Soreang,5,2024-08-05 07:24:57,Sdh beberapa kali pengajuan trs d acc trma kasih easy cash sukses sllu Easycash bnr2 membantu d saat nasabah lagi membutuhkn pokokny easycash no1 dri yg lain,Positif
Muhammad Didin,5,2024-08-05 07:18:19,pelayanan cepat dan baik,Positif
Atikamilah Ati,2,2024-08-05 07:18:01,Coba lagi aplikasi ini klu ngampang mdahan cair,Negatif
JD Herdian,4,2024-08-05 07:12:25,Limit sudah1 JT malah turun JD 200 rb,Positif
Dea Pratama,5,2024-08-05 07:11:25,👍👍👍👍👍👍👍,Positif
Oncom Jon,5,2024-08-05 07:10:27,oke banget deh 3 menit udah cair,Positif
Indy Erlangga,3,2024-08-05 07:10:05,"Ini yg sy suka dr Easy cash. Sudah lunas,GK nunggak, GK bisa pinjam lagi.",Positif
Muhammad Afnan,5,2024-08-05 07:08:10,cepat,Positif
Azis Ari Setiawan,1,2024-08-05 07:02:23,"Gak sesuai iklan .aplikasi sampah, sesuaiin sama iklan dong, ,,,,,,,,mudah mudahan bangkruuut",Negatif
Alfin,5,2024-08-05 07:01:32,Baik,Positif
Mank obat,5,2024-08-05 06:54:35,Baik,Positif
Atun Joko,5,2024-08-05 06:44:27,terimakasih ec,Positif
Witri Yolanda,1,2024-08-05 06:36:48,Ajuan pinjaman ditolak Langsung hapusssss....,Negatif
Mohamad Tochidi,5,2024-08-05 06:34:33,trims,Positif
ALMALIK AKBAR,5,2024-08-05 06:34:18,cukup bagus,Positif
Kaisa Adara,2,2024-08-05 06:32:52,Saya sudah lunas ya.. Jangan kedepannya ada penagihan apapun...,Negatif
Nina Setiawati,5,2024-08-05 06:28:25,"mudah dan cepat,",Positif
Royyan Zavier,5,2024-08-05 06:26:21,oke,Positif
gembel Elit,5,2024-08-05 06:25:22,bagsus,Positif
Mtopik Topik,1,2024-08-05 06:20:24,"Tidak jadi bintang 5,ak lunasi sebelum jatuh tempo malah mau pinjam ulang di tolak trus limit cuma naik sedikit🤦😲🤦🥴🥴🥴..hadeeehhh payaaahh...",Negatif
Munadi Martoredjo,5,2024-08-05 06:19:27,Apasays bisa ikut kredit?,Positif
anisah Karim,5,2024-08-05 06:19:23,sangat membantu,Positif
Keenan Dinar,2,2024-08-05 06:17:53,dikasih bintang 1 dulu kalo caer baru bintang 5,Negatif
Ato Bandung,3,2024-08-05 06:15:25,Dapet limit 100 maklum pemula kata sy eh pas mau di ambil malah gagal lucu banget yaa . Sblm pengajuan di tlp terus²san ada promo adaapalh yg di tlp suruh pengajuan giliran udh pengajuan gagal alias nol besar,Positif
Ika Sri rahayu92,5,2024-08-05 06:13:54,mantap,Positif
Kiki kurniawati,1,2024-08-05 06:10:42,"Saya baru menghapus Apk karna tidak lolos , jika ada yg menyalahgunakan data saya itu di luar kendali saya",Negatif
Dimas Aditya,5,2024-08-05 06:07:18,Mantap,Positif
Didie Kusmanto,1,2024-08-05 05:56:40,Penagihan ny melebihi setan...pinjaman pencairan g sesuai kecil dan potongan ny besar..sayangi data anda jika mau pinjam di aplikasi esycash,Negatif
Bima Lantang,5,2024-08-05 05:53:45,sangat membantu,Positif
Fadilah Abadi,5,2024-08-05 05:52:11,ok.,Positif
Chane 182,5,2024-08-05 05:49:28,tetap salut,Positif
aris putra,4,2024-08-05 05:48:15,Coba dulu ya bosku,Positif
Rodi Icuk,1,2024-08-05 05:48:01,Padahal gak diterima pinjaman nya kenapa harus ada penagihan tolong hapus data saya krna saya tidak nerima uang nya sama sekali bahkan diterima juga tidak,Negatif
Afzar Haziq,1,2024-08-05 05:43:11,Tenornya terlalu singkat. lebih baik di baliking perbulan aja karna lebih memberatkan. terima kasih,Negatif
Andika Aisyah,5,2024-08-05 05:43:10,good,Positif
rhama gandana,1,2024-08-05 05:40:49,sya di tolak di sini tolong jangan smpai di slah gunakan nik saya,Negatif
1411 Novi,1,2024-08-05 05:35:31,"tidak bisa pinjam, pembohong",Negatif
Marianto Waruwu,5,2024-08-05 05:35:02,Bagus,Positif
Berka Berka kelbo,5,2024-08-05 05:34:33,prose tidak ribet dan cepat,Positif
deny jhen,1,2024-08-05 05:34:17,Buruk,Negatif
anakkedua 2,1,2024-08-05 05:30:05,"pinjaman saya gak berhasih,kok admin malah chat saya trus ngomong pembayaran saya udah jatuh tempo,gimana ini apk gak jelas",Negatif
Berkah Mandiri Wisata87,1,2024-08-05 05:27:51,GK sesuai dgn harapan masak dikasih nominal pinjaman cm 100rb pdhl pltform nya BS sampai 80jt kami butuh 2 JT tuk biaya pendidikan,Negatif
Risma Yati,5,2024-08-05 05:25:34,gampang pengajuan nya cuman saya di kasih limitnya sedikit,Positif
Sirotul,1,2024-08-05 05:24:02,Ga di acc tapi data diambil dan ga bisa dihapus,Negatif
Muhammad. Oscar Haris,2,2024-08-05 05:13:31,Sangat membantu,Negatif
zul project,5,2024-08-05 05:12:44,bagus,Positif
Dandi Subang,1,2024-08-05 05:10:30,"Karena tidak di ACC, saya hapus Uninstal apk easycash  Hari ini tgl 5 Agustus 2024. Karena mau hapus akun susah kode otp lewat telpon ga muncul . Tolong jangan salah gunakan data-data saya!! Jika terjadi hal yang tidak diinginkan saya akan laporkan ke pihak berwajib dan OJK",Negatif
Hendar BA.,4,2024-08-05 05:09:09,respon cepat,Positif
Syamsul bahri Bintara,5,2024-08-05 04:56:48,Sangat membantu sekali,Positif
Dandi Sitepu,4,2024-08-05 04:49:56,bagus,Positif
Muhamad Dhev,5,2024-08-05 04:42:00,Terima kasih,Positif
EM ANDALTA SURBAKTI,5,2024-08-05 04:37:51,"Bagus, terima kasih.",Positif
Awal Ludin,4,2024-08-05 04:35:35,good,Positif
Ayug Septi,1,2024-08-05 04:33:28,Sangat kecewa padahal limit saya 6 juta an dan saat pinjaman gk pernah terlambat tpi sekarang limit turun jadi 100 ribu,Negatif
Imam Purnama,5,2024-08-05 04:31:30,sangat baik,Positif
Arif Kompas,5,2024-08-05 04:24:54,layanan cepat mantap,Positif
Iyan Andriana,5,2024-08-05 04:17:06,easycash memang paling top bisa membantu kondisi keuangan saya yg sedang sulit... terimakasih easycash sukses dan kaya selalu easycash 👍🙏,Positif
Nanang Nurjaman,5,2024-08-05 04:07:30,trimakasih Easycash,Positif
Windarti Winds,2,2024-08-05 04:07:27,Biasa dan gak ada rasa welas asih saya cuma minta mundur 3 hr gak boleh pdhl kondisi baru sakit nominalnya gak ada 150k ja gak blh mundur saya sarankan jgn pinjam di easycash,Negatif
Baguse Monica,5,2024-08-05 04:04:49,"Benar"" membantu Aplikasi ini mudah persyaratannya tingal nunggu pencairan sukses selalu",Positif
Sri Maryanti,5,2024-08-05 04:03:25,mantap,Positif
Wanwan Baxia,1,2024-08-05 03:57:22,Babi,Negatif
Hery Anto,2,2024-08-05 03:57:04,"Pernah pinjam sekali.. kenapa tiap hari di telepon terus.. padahal gak pernah telat dan pinjam dengan tenor 3 bulan langsung di lunasin ... Tapi kenapa di teleponin terus.. ,heran deh spam",Negatif
Roti Jempol,1,2024-08-05 03:55:03,mantap,Negatif
Bembeng Beng,5,2024-08-05 03:47:27,sangat membantu,Positif
Alshad Saputra,4,2024-08-05 03:46:35,fast respon,Positif
Boykenuralim Oboy,5,2024-08-05 03:43:56,sangat bagus,Positif
Khabib Muhammad,1,2024-08-05 03:40:00,Sebaiknya cari pinjaman tetangga atau saudara..jgn di pinjol,Negatif
Kukuh,5,2024-08-05 03:39:58,cepat dan mudah... keren,Positif
Lya Awan,2,2024-08-05 03:39:01,"Banyak banget yg spam"" sms ngomongnya kata"" kotor lagi jatuh tempo juga masih panjang woii, emnag dri ini aplikasi nomor kesebar ke orang"" gk jelas yaa?",Negatif
Rahmat Harahap,5,2024-08-05 03:34:35,bagus,Positif
Uni Ani,5,2024-08-05 03:26:35,sangat baik,Positif
Ahmad Khotib,5,2024-08-05 03:19:40,oke mantap,Positif
Supriatna Zer,5,2024-08-05 03:17:57,baik cicilan lama,Positif
Jilly Ngau,1,2024-08-05 03:15:13,"Aplikasi penipuan,limit sedikit terus tidak ada pencairan",Negatif
Rima Anggriyani,1,2024-08-05 03:12:12,Kecewa.. saya pengalaman .. knpa d acc pa bila yg pinjam dan no rek berbeda dg yg pinjam.. jdi d salah gunakan.. saya ktipu soalnya.. Seharusnya no rek dan yg pinjam harus sesuai.,Negatif
Agung Fazri,1,2024-08-05 03:10:21,Tolong aplikasi easycash saya sangat terganggu dengan telpon yang selalu meminta saya untuk menarik saldo setiap hari nya tolong untuk stop menggangu dengan menelpon saya untuk meminta agar saya menarik saldo saya di aplikasi easycash karena saya belum mau untuk menarik saldo saya tolong untuk stop menelpon karena sangat menggangu terimakasih,Negatif
Anay Chan,5,2024-08-05 03:07:58,Limit ga jelas masak 100 terus,Positif
THE TAHTA,5,2024-08-05 03:02:04,ok..membantu,Positif
Ahmad Prihatin,1,2024-08-05 02:53:15,"Sekali peminjaman, habis itu ditolak berkali-kali",Negatif
Nelinda Julianti,5,2024-08-05 02:43:38,sangat baik dan cepat,Positif
Riyan Ardiyansah,5,2024-08-05 02:43:37,Amanah dan memberikan nasabahnya senang,Positif
Andika Putra,1,2024-08-05 02:43:08,"Dulu pembayaran saya bagus udah jadi VIP pula, masa mau ngajuin lagi malah gabisa",Negatif
Bondan Pink,5,2024-08-05 02:36:48,nihhh aplikasi gampang ga pake ribet,Positif
Muhammad Arief,1,2024-08-05 02:36:12,Apk macam apa ini,Negatif
Puji Rahayu,3,2024-08-05 02:34:44,3 bintang dulu yaw,Positif
H S B,1,2024-08-05 02:33:47,Aplikasi penipu,Negatif
Bambang Wae (Cacak),4,2024-08-05 02:26:37,Mohon Di permudahkan agar pinjaman dapat di setujui,Positif
Asep Surya Permani,5,2024-08-05 02:24:24,kalo cair kasih bintang 5,Positif
Widi,3,2024-08-05 02:21:27,sangat membantu,Positif
Ade Maulana,5,2024-08-05 02:16:38,bagus cepat,Positif
Mahendra Fajar Pratama,1,2024-08-05 02:14:16,"Gausah spam"" Gajelas kalau pengguna aplikasinya tidak meminjam uang disini. Bedain kalau pengguna aplikasinya sudah meminjam kau spam"" Kek gitu masih etis lah karena ada kepentingan, kalau udah ga minjam ya gausah spam"" Gajelas lah.",Negatif
Amir Hamzah,1,2024-08-05 02:05:21,Sulit,Negatif
Sahrul Zf,3,2024-08-05 01:54:32,tiga aja dulu,Positif
Rio Muskitta,1,2024-08-05 01:51:52,Pinjaman saya di awal pinjam saya lihat dan saya cek semua dalam 1 bulan 2kali bayar ok.....kok knapa skrang jadi berubah 1 bulan 4 kali bayar bahkan ada yg 1 bulan 6 kali bayar ini gila....berubahan tanpa konfirmasi nasaba...saya minta anda teliti kembali tentang perubahan rician pembayaran.......parahhhhhhh,Negatif
Roji Ahmd,5,2024-08-05 01:26:58,respin fintech Easycash sangat cepat...ga ribet...memang di awal pinjaman ada potongan adm nya..tapi sekarang biaya adm nya g ada...terima kasih Easycash,Positif
Sutris Trisno,5,2024-08-05 01:22:33,bunga standar,Positif
Ulil Amri,5,2024-08-05 01:21:45,ma n,Positif
Hayani Ani,5,2024-08-05 01:16:16,maunya satu juta mungkin karena awal diterima dulu lancar bisa pinjam lagi,Positif
Shendy Rohendi,5,2024-08-05 01:12:19,top sekali,Positif
Sandy Kurnia pratama,5,2024-08-05 01:12:17,mantap sih easycash sangat membantu untuk yang membutuhkan uang untuk sementara 👍🏼,Positif
moko amp12,2,2024-08-05 01:00:21,ditolak,Negatif
Jefri Harizal,5,2024-08-05 00:52:55,cepat urusan ny,Positif
Hastuti Sakutu,5,2024-08-05 00:51:21,semoga aplikasi ini bisa membantu saya unk menambah modal usaha.amin yra,Positif
Redmi 10A,5,2024-08-05 00:50:29,Bagus dan cepat prosesnya,Positif
erik bp,1,2024-08-05 00:40:53,Aplikasi tidak rekomendasi,Negatif
Andi Prasetyo,5,2024-08-05 00:29:57,sangat membantu,Positif
Candra Madun,5,2024-08-05 00:29:30,sangat membantu,Positif
Rezpol Community,5,2024-08-05 00:13:05,makasi,Positif
Pujho Narendra,1,2024-08-05 00:10:48,coba dulu.,Negatif
Fahri Abrian,5,2024-08-05 00:05:42,sangat membantu trimakasih esycas,Positif
imam ari hartono ramadhan,5,2024-08-04 23:53:34,bagus gampang dan mudah 👍👍👍,Positif
cuk wilatikta,5,2024-08-04 23:51:28,tolong jangan permainkan orang . kami yang bayar tepat waktu kenapa di hilangkan dan tidak mendapat limit kredit ? jangan php kan orang . perbaiki sistem biar bisa liat skor kredit . baru ini gak dapat limit lihat data nama saya baik di semua aplikasi thks,Positif
Ipung Kepi (Ipung),5,2024-08-04 23:42:02,Bagus,Positif
Rifqi Ardiansyah,5,2024-08-04 23:34:01,Kenapa limit saya setelah pelunasan jadi berkurang banyak?,Positif
Dita Halawa,1,2024-08-04 23:22:42,"Dcnya berisik, baru cair udh dispam sampe kontak darurat ditelpon semua. Pdhl pembayarannya bulan depan",Negatif
Dewi Hartati,3,2024-08-04 23:08:06,tolong jgnka nya bulanan jgn minguan,Positif
Ewing Ajalah,4,2024-08-04 22:53:02,Sangat membantu,Positif
Eki dwi prayudi,5,2024-08-04 22:25:32,"Pengajuan pinjaman ke 2 nya gagal, padahal riwayat pembayaran tepat waktu. Kira2 tunggu brp lama ya bisa pengajuan pinjaman lagi?",Positif
Mahmudin N.s Official,5,2024-08-04 21:35:48,Good,Positif
Bude,1,2024-08-04 21:34:02,"Yang kasih rating bintang 5 itu ya timnya sendiri. Beda jauh yg diiklan2. Notice aja buat teman2 yang mau coba2 terjerat lingkaran pinjol. Saya sarankan STOP! Kebanyakan pinjol itu mencekik bunganya dengan tempo sesingkat2nya. Hidup ga ada damai, ga tenang karena teror2 dc. Saya masih mengalami. Tolong dipikir kembali ya...",Negatif
Stely Ponamon,5,2024-08-04 20:40:05,sangat membantu disaat darurat,Positif
Elang Yuda,5,2024-08-04 20:15:00,is the best,Positif
sabda oink,5,2024-08-04 19:25:44,Mantap,Positif
Edoy,5,2024-08-04 19:25:43,ok,Positif
TL BFz,1,2024-08-04 18:45:21,Jelek,Negatif
Su Harnik,5,2024-08-04 18:45:07,good,Positif
Rental motor Matic,5,2024-08-04 18:26:26,cepet cair makasih ya Masya Allah membantu bgt .best,Positif
Ahmad Zaini,1,2024-08-04 18:22:59,Padahal udah lunas mau ngambil lagi limit malah gagal,Negatif
ivan g akbar gusvana,1,2024-08-04 18:21:23,"pinjaman tidak ada status berhasil ato tidak, hanya PHP aja... kalo pun ditolak, minimal ada terexpose di apk nya... gak usah pakek apk ini, pkek yg apk sebelah aja....",Negatif
Yolis Yolis,5,2024-08-04 17:50:46,good,Positif
Zaza Za,2,2024-08-04 17:48:11,oke bngt,Negatif
Andri Pranata,5,2024-08-04 17:32:15,"Cepat tepat,",Positif
Cahyana,1,2024-08-04 17:28:02,Kenapa limit kredit saya tiba tiba hilang min apa ada kendala ?,Negatif
Anita Dhari,5,2024-08-04 17:14:49,insha Allah bisa membantu walau sedikit,Positif
Nico Saputra,4,2024-08-04 17:13:33,lancar jaya,Positif
Customer service Gopay,5,2024-08-04 17:06:50,Sangat membantu,Positif
Rani Meylia,5,2024-08-04 17:02:29,Bisnis,Positif
Sugiartini Sugiartini,5,2024-08-04 16:55:08,luar biasa,Positif
ayi kie,5,2024-08-04 16:48:10,terbaik,Positif
Ningsi Ayu,5,2024-08-04 16:35:24,mantap ayo download,Positif
Afiza Sukses,5,2024-08-04 16:33:32,proses mudah,Positif
yuslia safitry,5,2024-08-04 16:22:23,lebih mudah isi dan lebih cepat diproses👍🙏,Positif
Vroon Dianto,5,2024-08-04 16:07:21,Sangat bagus,Positif
Cecep Legend,2,2024-08-04 16:02:18,Kenapa pas saya lunas malah gak kasih limit,Negatif
Penny Fujiani,1,2024-08-04 15:48:41,"Jgn pinjem di easycash bunga nya gede bgt, jgn sampai nyesel ky saya.",Negatif
Peldoz RR,1,2024-08-04 15:47:39,Aplikasi ko ntol sampah nelpon tiap hati suruh ambil giliran mau ambil gabisa anjink jangan spam telfon aplikasi monyet,Negatif
Merlin Lembang,5,2024-08-04 15:29:28,terima kasih,Positif
NAURA Kid’sFun,3,2024-08-04 15:26:46,"proses cepat,sangat membantu disaat darurat...",Positif
Sem Sem,1,2024-08-04 15:26:02,Tolong di hapus data saya kak,Negatif
Boghell Cvpu,5,2024-08-04 15:24:27,sangat membantu,Positif
Alan Dwi kurniawan,5,2024-08-04 15:10:00,josss,Positif
ilmaidi Putra,1,2024-08-04 15:09:12,Penipuan ini masa minjam 600 minta dikembalikan 900++ hati2 penipuan,Negatif
Andik Coki,5,2024-08-04 15:04:42,Good luck,Positif
rifa rostiana,5,2024-08-04 15:00:44,sangat membantu trimakasih,Positif
M. Galuh Galuh,5,2024-08-04 14:59:17,ok,Positif
Ibnu Qolyubi,5,2024-08-04 14:46:10,pelayananya mantep,Positif
Ayoga Pratama,5,2024-08-04 14:38:39,mantap,Positif
Adi Sevenfold,3,2024-08-04 14:23:50,kasih 3 dulu ygy,Positif
Hendri Batam,5,2024-08-04 14:13:53,Mantab,Positif
Guruh Ikke,5,2024-08-04 14:12:43,"sangat bagus membntu untuk orang yg bener"" punya butuh mendadak",Positif
Hilman Sanjaya,4,2024-08-04 14:06:58,alhamdulillah lancar proses y. semoga lancar usaha saya.. amin,Positif
Toni inot Grgg,5,2024-08-04 14:05:42,mantap,Positif
Elsa Sabila,5,2024-08-04 14:05:37,Sukses teruss,Positif
Ksatia Fu,5,2024-08-04 13:48:32,mantap,Positif
Agus Saprizal,5,2024-08-04 13:41:37,Bos knp aku uda lunas.. Aku gak ada limit pinjaman,Positif
Dwi Lutfiyah,1,2024-08-04 13:41:08,"apakah bisa bayar angsuran nya 1 bulan sekali, jujur sih aplikasi ini sangat membantu kalau sedang butuh tapi dalam pembayaran agak berat soalnya baru kali ini pinjam di online",Negatif
Beni Marten,5,2024-08-04 13:40:34,mantap,Positif
Adri Yantii,5,2024-08-04 13:40:01,sangat membantu,Positif
Harry Karunia,5,2024-08-04 13:30:25,"pokok nya mantap lah,udah limitnya besar bunganya pun kecil.cocok lah tuk kebutuhan darurat....👍👍👍👍",Positif
NVL Media Production,1,2024-08-04 13:27:16,MENYUSAHKAN,Negatif
Rizki User,5,2024-08-04 13:26:05,oke banget,Positif
Edi,5,2024-08-04 13:20:47,bagus sekali. sangat membantu,Positif
3rm abrisam,5,2024-08-04 13:20:41,bagus,Positif
Ben Coky,3,2024-08-04 12:58:04,sementara 3 dulu lah 🌟,Positif
Balladt Ngaprak,5,2024-08-04 12:49:10,mantap,Positif
Salahudin Pratama,5,2024-08-04 12:43:28,top,Positif
Andi Pradana,5,2024-08-04 12:35:03,bagus,Positif
Leo Ramadani,5,2024-08-04 12:29:40,Aplikasi yang sangat membantu bunga ny kecil dan pencairan ny cepat,Positif
Abdul 27,3,2024-08-04 12:29:28,"Saya mau hapus akun TPI tidak bisa katanya kartu saya hilang jadi tolong semua berkas saya jngn di salah gunakan,hari in terakhir saya pakai aplikasinya in karna makin lama limit bukn nambah Mala bekurang padahal cicilan saya bgs",Positif
candra said,5,2024-08-04 12:29:23,"easycash memang top, proses pendataan ga ribet makasih easycash",Positif
Prayoga Diqathana,5,2024-08-04 12:28:16,"Dari tanggal hari ini tunggakan saya sudah lunas,apabila terjadi penyalah gunaan terhadap data diri saya,saya tidak bertanggung jawab",Positif
Hafizah Mutiara,5,2024-08-04 12:27:49,"Peminjaman yg sangat bagus menurut aq ya, gk ada teror telpon yg meresahkan, biar pun jatuh tempo, pembayaran bagus limit ya naik terus. Menurut aq paling bagus👍👍",Positif
Wahyu Mf,3,2024-08-04 12:26:42,3 dulu liat pelayanannya dulu,Positif
Andi Maulana,3,2024-08-04 12:25:58,apk apaan dipinjam dilunasin cepet kagak bisa dipinjam lagi.,Positif
Sunaryo Utomo,4,2024-08-04 12:18:00,layanan cepat,Positif
Berry Angga Saputra,4,2024-08-04 12:16:42,beberapa kali membantu. hanya saja masih ada kekurangan nya. yaitu periode ga bisa kita aturr untuk bagi perbulan. hanya ada per 2 Minggu. limitnya terlalu kecil. tapi Alhamdulillah naik sedikit sedikit ketika Lunas tiap pinjaman. kalo bisa sih ke depannya no limit. terima kasih easy cash udah fast respons dan cepat cair.,Positif
Wahedd Siuu,5,2024-08-04 12:02:27,Menurut saya apk ini bagus sekali tapi limitnya di gedein lagi hehe.,Positif
Fadlina Radiansyah,3,2024-08-04 12:01:13,Kecewa banget punya limit 3.100.000 sudah sering pinjem udah setahun ini..pas pelunasan yg sekian kali pinjem..bukannya limit naik eh limit malah berkurang jadi 600.000,Positif
Ghaffran Hardian,5,2024-08-04 12:01:03,terbaik pokok nya,Positif
Revi Suliyana,5,2024-08-04 11:44:01,pinjaman pertama semoga lancar Amin ....,Positif
Al Zupri,5,2024-08-04 11:33:17,proses sangat cepat..aplikasi easy cash yg sangat membantu..saya suka aplikasi ini,Positif
Oby Liposth,5,2024-08-04 11:28:48,sangat membantu,Positif
Pipin Hardregska,1,2024-08-04 11:27:11,Pengajuan saya di tolak mohon data data hapus jangan sampai di salah gunakan kalo ada apa apa saya tidak bertanggung jawab apk sudah saya uninstal,Negatif
Irham khan,1,2024-08-04 11:26:36,"Setelah diperbarui tidak ada detail tenor pinjaman, meskipun limit yg disediakan tinggi namun saya meragukannya,karena bisa jadi akan menjebak bisa² hanya 15 hari tenor yg ditentukan. Buat peminjam baru lebih baik pikir² dulu karena saya sudah setahun lebih menggunakan apk ini aja tidak diprioritaskan dg baik apalagi customer baru ?",Negatif
Venxen Shu,5,2024-08-04 11:24:56,baik,Positif
Oei Eng,5,2024-08-04 11:19:21,membantu masalah keuangan,Positif
ramin Ramin rupt,5,2024-08-04 11:12:46,Saya suka aplikasi ini,Positif
Apridol Malayu,5,2024-08-04 11:12:06,bagusss,Positif
Marbas Marbas,5,2024-08-04 11:05:14,Inysya allah bisa selesaikan masalah amin,Positif
Purnomo Saputra,1,2024-08-04 10:57:29,Percuma bayar tepat waktu,Negatif
Bang Pen,5,2024-08-04 10:55:45,"Pengajuan cepat,,, proses ny juga cepat poko ny ok",Positif
Muhammad Yusni,5,2024-08-04 10:51:50,bagus banget,Positif
Zul Rohul,1,2024-08-04 10:42:16,ok,Negatif
Sakban Nasution,1,2024-08-04 10:40:15,100 kali di telpon 1 hari mengganggu saja.,Negatif
Teguh Utomo Paytren,5,2024-08-04 10:40:09,ok,Positif
Ahmad Alfarizi,5,2024-08-04 10:38:30,good ok,Positif
Feri Irawan,5,2024-08-04 10:35:48,aplikasinya sangat membantu sayngnya tenornya cuma 15 hari,Positif
Sam Aditia,5,2024-08-04 10:33:05,cepet,Positif
Kurnia Sari,1,2024-08-04 10:31:11,Sulit utk menghapus akun,Negatif
Yunarko Saputra,4,2024-08-04 10:22:49,mantabbbb untuk easycash,Positif
Yuli Rahmalia,3,2024-08-04 10:21:38,"Maaf saya kasih bintang 3 karna sya baru mendaftar dn dpt limit rendah jadi saya tidak jadi mengajukan,, mohon data yg sudah saya kirimkan Dihapus Dan jangan disalahgunakan,, apabila suatu hari nanti ada Kendala sya tidak bertanggung jawab Dan sy jg sudah mengUNINSTAL Aplikasi ini tgl 4 agustus 24.., ..terimakasih",Positif
Andika Pratama,5,2024-08-04 10:20:05,sangat membantu,Positif
Baru Tidur,5,2024-08-04 10:18:13,rekomendasi buat customer yang lain,Positif
Ani Nurmaelani,1,2024-08-04 10:16:37,"Karena gak d ACC,Tolong jgn salah gunakan kn id saya",Negatif
Tri atmawati,3,2024-08-04 10:14:56,karena blm teracc,Positif
Syamsul Anwar,2,2024-08-04 10:14:33,Masa minjem 2jutaa CAIR NYA 1.8JUTA gilaaa aja potongannyaa Mending spinjam minjem 2juta kepotong 20rb doankk PARAHHH,Negatif
Mas Toro22,5,2024-08-04 10:11:22,semoga membantu,Positif
Marfiyan Dwi Wibowo,5,2024-08-04 10:11:14,bagus,Positif
Muhammad Nabil,5,2024-08-04 10:10:58,limite berkurang,Positif
Saiful Kareloe,1,2024-08-04 10:01:30,"Sudah dapatnya pinjaman, buang waktu dan kuota saja",Negatif
Nur Aidah,5,2024-08-04 09:59:33,sangat bagus,Positif
Deni Gemoy,4,2024-08-04 09:59:11,4star dulu karna masih baru coba,Positif
Gibran Cukal,2,2024-08-04 09:54:35,Udah di tutup tp gk bisa pengajuan ulang ...,Negatif
jibril azaib,5,2024-08-04 09:47:29,"Terimakasih Easycash sudah membantu dlm mengembangkan usaha saya. Dan terimakasih atas pinjamannya. Semoga kita semua di berikesehatan .kesabaran..DAN semangat slalu,, 17 AGUSTUS.,, MERDEKA UNTUK INDONESIA RAYA",Positif
Didit Ariyanto,5,2024-08-04 09:47:25,mantap eacy cash,Positif
Ahmd Fauzi,5,2024-08-04 09:19:52,bagus,Positif
Ario Pratama,5,2024-08-04 09:16:15,"bersertifikasi OJK,layanan baik dan tidak ribet",Positif
Nur Hasanah,1,2024-08-04 09:12:07,Aplikasi nggak jelas Limit naiktpi nggak bsa cair udh 2 bulan Auto hapus aplikasi,Negatif
Rohman Lakomea,5,2024-08-04 08:56:01,terkendala di limit pinjam yang belum ada sampai saat ini,Positif
Eko dedi,1,2024-08-04 08:55:28,Susah,Negatif
Ambodalle Dalle,2,2024-08-04 08:54:29,kurang puas kerna pinjaman tidak cukup untuk modal,Negatif
Jeni Ardiani,4,2024-08-04 08:39:54,"Udah lama pakai easycash, tidak pernah telat bayar, tp kenapa stelah dilunasi malah limit nya jauh berkurang,, dari 7 juta kembali ke 400rbu ,",Positif
Lili Ilham udin,5,2024-08-04 08:36:00,goood,Positif
